gene	CNT
GENE.11215	1284
GENE.32803	7736
GENE.68780	158
GENE.84868	30
GENE.12461	1382
GENE.47568	1222
GENE.50249	6110
GENE.36850	2332
GENE.38887	842
GENE.65460	4356
GENE.11764	2116
GENE.6001	88
GENE.28040	1206
GENE.60488	30
GENE.26769	7878
GENE.86163	2120
GENE.24116	678
GENE.84494	250
GENE.68655	122
GENE.64666	2818
GENE.58207	2890
GENE.35334	3940
GENE.45850	606
GENE.69933	234
GENE.81142	1416
GENE.34083	562
GENE.44143	62
GENE.51388	1238
GENE.66131	1524
GENE.41799	26
GENE.78488	5584
GENE.28381	360
GENE.9357	272
GENE.20956	340
GENE.53001	410
GENE.2214	1462
GENE.73165	2076
GENE.8042	274
GENE.15134	3528
GENE.69475	4418
GENE.66355	318
GENE.10047	16
GENE.26102	3430
GENE.72086	656
GENE.14345	2176
GENE.30161	192
GENE.53130	506
GENE.47827	424
GENE.9447	128
GENE.44543	640
GENE.7592	2802
GENE.3078	158
GENE.81068	238
GENE.31959	2994
GENE.73407	4776
GENE.20902	176
GENE.30187	118
GENE.85909	572
GENE.48777	114
GENE.67978	1336
GENE.38679	52
GENE.72539	152
GENE.44781	372
GENE.41189	3612
GENE.5558	886
GENE.30562	1268
GENE.12952	128
GENE.7838	332
GENE.53165	1134
GENE.50051	3260
GENE.14467	368
GENE.40253	196
GENE.35390	3814
GENE.4447	112
GENE.85095	2046
GENE.37691	78
GENE.26968	752
GENE.22899	392
GENE.54856	2128
GENE.48023	2228
GENE.38414	100
GENE.44231	816
GENE.41498	3304
GENE.48229	1318
GENE.64586	944
GENE.42794	4286
GENE.17748	3054
GENE.82739	2182
GENE.66462	750
GENE.40843	5128
GENE.26759	336
GENE.75249	1094
GENE.67040	6006
GENE.6673	2642
GENE.12932	1804
GENE.58149	2062
GENE.818	3910
GENE.24303	236
GENE.586	130
GENE.40405	120
GENE.41829	1106
GENE.7623	84
GENE.44825	6200
GENE.36943	1288
GENE.70808	15234
GENE.80568	260
GENE.39640	1012
GENE.69735	822
GENE.19014	6234
GENE.35702	172
GENE.53955	370
GENE.38552	410
GENE.63679	624
GENE.69229	3520
GENE.12446	244
GENE.32028	1092
GENE.31264	72
GENE.13127	5794
GENE.10187	476
GENE.57027	416
GENE.71262	292
GENE.71645	6784
GENE.10451	550
GENE.69829	2156
GENE.9521	4484
GENE.76027	6202
GENE.20987	38
GENE.45754	1554
GENE.49894	2660
GENE.4099	9758
GENE.69336	38
GENE.61175	52
GENE.36901	478
GENE.11211	704
GENE.50377	704
GENE.30364	140
GENE.69711	870
GENE.33279	1076
GENE.12845	216
GENE.70114	160
GENE.71881	808
GENE.24370	984
GENE.28672	124
GENE.387	1214
GENE.11460	694
GENE.57436	4720
GENE.2095	322
GENE.7419	858
GENE.14126	680
GENE.70683	506
GENE.74623	934
GENE.43481	118
GENE.84846	2798
GENE.24395	484
GENE.3485	1468
GENE.20053	226
GENE.8419	2596
GENE.29442	586
GENE.59490	50
GENE.71212	334
GENE.27895	3158
GENE.35675	94
GENE.85417	1682
GENE.40821	272
GENE.11896	1026
GENE.17019	1948
GENE.2065	1262
GENE.39284	238
GENE.64895	18
GENE.12721	56
GENE.5049	272
GENE.62895	100
GENE.7177	1160
GENE.69584	5782
GENE.59079	472
GENE.26957	572
GENE.77899	900
GENE.69785	422
GENE.70089	322
GENE.34540	520
GENE.26512	5924
GENE.52318	530
GENE.79739	2000
GENE.80677	50
GENE.47005	1566
GENE.40995	448
GENE.54336	2242
GENE.76546	38
GENE.26336	448
GENE.75748	846
GENE.84093	2864
GENE.62782	618
GENE.3047	18
GENE.30731	1228
GENE.9160	1850
GENE.20919	470
GENE.40584	2422
GENE.80939	66
GENE.39243	1494
GENE.60960	268
GENE.14183	648
GENE.2569	738
GENE.24603	760
GENE.66750	14460
GENE.29129	2512
GENE.66246	262
GENE.82492	2566
GENE.57322	3816
GENE.24092	346
GENE.26067	130
GENE.25263	1486
GENE.19051	244
GENE.22006	1298
GENE.28215	1190
GENE.66846	54
GENE.46284	82
GENE.75980	1830
GENE.22156	1528
GENE.62241	620
GENE.33785	246
GENE.36436	3948
GENE.34565	638
GENE.66149	78
GENE.10342	10
GENE.24136	256
GENE.3803	3998
GENE.58408	4992
GENE.34523	830
GENE.55471	508
GENE.36306	3016
GENE.36983	230
GENE.21593	448
GENE.34079	120
GENE.53805	88
GENE.75191	698
GENE.52592	80
GENE.58228	956
GENE.13839	200
GENE.4733	3198
GENE.38862	52
GENE.77357	160
GENE.15649	76
GENE.38064	642
GENE.22208	684
GENE.61249	202
GENE.41905	564
GENE.38068	1772
GENE.2451	1564
GENE.23937	266
GENE.16838	378
GENE.62094	3792
GENE.61349	478
GENE.3935	3638
GENE.31119	1346
GENE.3132	968
GENE.83509	782
GENE.72858	380
GENE.13370	3184
GENE.5518	1490
GENE.22401	982
GENE.68526	530
GENE.29390	6
GENE.54915	498
GENE.86652	1754
GENE.45653	1642
GENE.27065	1336
GENE.25793	1944
GENE.65921	788
GENE.24088	496
GENE.19517	7530
GENE.57250	3990
GENE.12968	840
GENE.70944	826
GENE.30639	74
GENE.38595	598
GENE.5894	588
GENE.27186	1400
GENE.56475	1154
GENE.68445	2226
GENE.68808	382
GENE.52802	160
GENE.50027	912
GENE.46014	474
GENE.28264	3936
GENE.79944	150
GENE.40633	5832
GENE.81949	734
GENE.71431	122
GENE.69830	658
GENE.51554	362
GENE.83765	102
GENE.21114	70
GENE.52472	98
GENE.59116	344
GENE.56483	4
GENE.10659	464
GENE.69800	266
GENE.60186	330
GENE.82809	550
GENE.23830	1724
GENE.74769	2942
GENE.50036	210
GENE.31577	728
GENE.51627	646
GENE.39107	1632
GENE.78349	3320
GENE.71805	3092
GENE.70008	1496
GENE.18788	4596
GENE.84126	290
GENE.56892	2702
GENE.49811	24
GENE.80553	846
GENE.31946	324
GENE.16113	32
GENE.83752	392
GENE.77266	2626
GENE.37872	948
GENE.78866	5482
GENE.47366	264
GENE.29544	1504
GENE.54645	582
GENE.8117	190
GENE.29040	296
GENE.22527	490
GENE.27155	3016
GENE.5612	5668
GENE.84712	1066
GENE.38090	4300
GENE.53344	3822
GENE.62111	2050
GENE.61268	1494
GENE.44478	2600
GENE.65616	1142
GENE.45659	108
GENE.7680	356
GENE.41898	3114
GENE.32593	26
GENE.19199	152
GENE.21733	488
GENE.46592	840
GENE.71613	5924
GENE.79270	146
GENE.4029	502
GENE.53593	28
GENE.20249	108
GENE.40567	1182
GENE.25660	1852
GENE.80932	8252
GENE.41323	270
GENE.70968	1266
GENE.86752	3196
GENE.87549	3336
GENE.85796	4622
GENE.83685	3140
GENE.69709	10184
GENE.68050	6112
GENE.6597	204
GENE.33582	968
GENE.83700	6832
GENE.67801	10152
GENE.63052	574
GENE.76887	40
GENE.62383	2246
GENE.22821	1684
GENE.368	260
GENE.87422	88
GENE.21422	9894
GENE.44522	26
GENE.27368	5612
GENE.40698	118
GENE.69186	7500
GENE.87394	844
GENE.12663	12
GENE.12018	584
GENE.86405	1794
GENE.26741	28
GENE.70257	1948
GENE.72277	2450
GENE.33305	7974
GENE.76371	108
GENE.68403	604
GENE.51575	5932
GENE.18940	1214
GENE.9329	1300
GENE.19895	290
GENE.81323	1086
GENE.75040	374
GENE.32897	118
GENE.42315	4072
GENE.84910	3264
GENE.3380	390
GENE.17766	308
GENE.69639	92
GENE.29311	132
GENE.35603	196
GENE.56554	88
GENE.2710	1642
GENE.31557	1218
GENE.20560	1728
GENE.51318	468
GENE.75550	264
GENE.24142	2246
GENE.7264	1026
GENE.52039	392
GENE.21565	184
GENE.3452	656
GENE.50980	202
GENE.23134	260
GENE.12923	466
GENE.35482	484
GENE.69295	1014
GENE.9283	250
GENE.61912	2272
GENE.54586	228
GENE.3756	156
GENE.74748	12352
GENE.67187	808
GENE.39347	1910
GENE.60043	692
GENE.42993	194
GENE.79691	30
GENE.70398	42
GENE.42641	1208
GENE.86108	1900
GENE.830	2498
GENE.21526	726
GENE.74355	1862
GENE.51103	822
GENE.65418	908
GENE.53027	538
GENE.40070	600
GENE.2269	74
GENE.40504	2866
GENE.6998	192
GENE.11035	3126
GENE.18562	4930
GENE.17963	204
GENE.68016	8186
GENE.80957	936
GENE.51307	1098
GENE.36316	19506
GENE.49595	1702
GENE.17296	428
GENE.54209	60
GENE.3575	1020
GENE.31240	2234
GENE.76670	518
GENE.23723	13352
GENE.56510	6
GENE.30553	1926
GENE.24620	772
GENE.2554	594
GENE.15720	480
GENE.13027	210
GENE.8207	418
GENE.46910	2786
GENE.47343	362
GENE.79998	652
GENE.61360	94
GENE.82944	976
GENE.11153	1006
GENE.79265	342
GENE.63625	1202
GENE.72317	388
GENE.82413	980
GENE.29503	318
GENE.40397	1318
GENE.10654	2970
GENE.85482	490
GENE.38581	8
GENE.45743	174
GENE.10973	582
GENE.56856	988
GENE.44341	9634
GENE.67039	48
GENE.34118	636
GENE.60293	694
GENE.16559	1150
GENE.5440	310
GENE.14439	54
GENE.79325	5860
GENE.59605	46
GENE.58662	11516
GENE.54273	276
GENE.82172	432
GENE.29866	62
GENE.25486	22252
GENE.44560	480
GENE.63163	2792
GENE.16949	1114
GENE.53848	78
GENE.38397	292
GENE.36603	956
GENE.46052	794
GENE.51488	16
GENE.24250	102
GENE.65835	108
GENE.30508	1058
GENE.56277	284
GENE.61550	384
GENE.58886	766
GENE.11418	2072
GENE.51534	572
GENE.16570	606
GENE.52982	290
GENE.83511	610
GENE.35342	42
GENE.15672	676
GENE.80327	1448
GENE.51592	22058
GENE.57873	210
GENE.3864	602
GENE.1692	1158
GENE.69602	3352
GENE.72914	130
GENE.79348	206
GENE.20450	292
GENE.2150	628
GENE.71413	3068
GENE.33090	8450
GENE.53658	22
GENE.82912	180
GENE.35827	6294
GENE.72485	26
GENE.34624	8012
GENE.43861	638
GENE.28355	576
GENE.72564	2122
GENE.16617	4984
GENE.79978	1790
GENE.61290	1834
GENE.79300	8306
GENE.54697	762
GENE.49721	2462
GENE.38528	1088
GENE.49982	5682
GENE.48383	1164
GENE.40492	860
GENE.55093	1868
GENE.41833	3030
GENE.38	4594
GENE.59708	332
GENE.32123	722
GENE.49601	1670
GENE.6254	68
GENE.8038	722
GENE.60104	1512
GENE.34912	1552
GENE.46549	1406
GENE.33455	1148
GENE.21695	156
GENE.57568	292
GENE.66436	254
GENE.25873	2192
GENE.46523	7260
GENE.12662	284
GENE.55248	2894
GENE.87133	2984
GENE.50570	2892
GENE.81208	370
GENE.52941	1758
GENE.38935	230
GENE.65783	4350
GENE.71755	2298
GENE.87092	44
GENE.61321	236
GENE.27152	1602
GENE.976	344
GENE.73888	1264
GENE.73568	454
GENE.84985	3548
GENE.80090	1076
GENE.76269	1066
GENE.3904	468
GENE.34876	764
GENE.8757	1280
GENE.36120	26544
GENE.49031	370
GENE.48246	294
GENE.78357	11768
GENE.85022	872
GENE.59226	3532
GENE.3679	384
GENE.13289	1090
GENE.3388	2490
GENE.67749	356
GENE.47581	554
GENE.22950	4748
GENE.30771	332
GENE.44394	198
GENE.35773	2282
GENE.39155	480
GENE.65938	2710
GENE.65043	2762
GENE.32895	642
GENE.34041	1034
GENE.30175	180
GENE.12938	620
GENE.38419	7346
GENE.34634	1086
GENE.86695	378
GENE.37350	640
GENE.75933	1026
GENE.26992	138
GENE.52417	498
GENE.21169	1472
GENE.71981	8090
GENE.1957	1710
GENE.11719	482
GENE.2342	202
GENE.46696	1428
GENE.52293	110
GENE.38911	112
GENE.65605	26
GENE.6510	936
GENE.24929	184
GENE.86740	2246
GENE.937	3052
GENE.41464	1850
GENE.20370	90
GENE.43394	1242
GENE.68541	594
GENE.69055	1024
GENE.48698	872
GENE.14366	30242
GENE.1762	2310
GENE.22348	2324
GENE.12630	424
GENE.26786	62
GENE.27294	752
GENE.37052	4492
GENE.18687	124
GENE.61944	3258
GENE.72677	24678
GENE.40333	1454
GENE.64147	62
GENE.49518	1434
GENE.55150	3708
GENE.82969	1978
GENE.13243	1126
GENE.70703	2312
GENE.74821	6056
GENE.14215	482
GENE.54125	92
GENE.69263	9438
GENE.55511	648
GENE.49768	2316
GENE.14768	11382
GENE.61056	180
GENE.534	3076
GENE.50406	1088
GENE.9946	34
GENE.11690	658
GENE.9635	12
GENE.55210	5176
GENE.5529	4014
GENE.87360	158
GENE.64602	10250
GENE.23678	2122
GENE.73985	6488
GENE.12523	176
GENE.5392	820
GENE.21120	738
GENE.4902	5634
GENE.38622	4260
GENE.18024	92
GENE.11285	3278
GENE.60202	22
GENE.15230	1852
GENE.27480	3632
GENE.65163	1978
GENE.2857	392
GENE.72136	1108
GENE.53091	320
GENE.75367	304
GENE.6126	1126
GENE.7211	8750
GENE.11839	916
GENE.42442	1692
GENE.48980	1006
GENE.66799	686
GENE.72244	1012
GENE.31766	6844
GENE.58628	1236
GENE.10227	1486
GENE.31739	392
GENE.23312	1922
GENE.77801	2340
GENE.51287	760
GENE.38684	336
GENE.26108	1222
GENE.19748	48
GENE.8453	224
GENE.46749	2578
GENE.10691	776
GENE.71770	108
GENE.50519	24294
GENE.33341	470
GENE.85075	318
GENE.60646	130
GENE.87209	356
GENE.41375	252
GENE.40772	686
GENE.73580	1650
GENE.49545	34
GENE.21201	74
GENE.48640	96
GENE.44846	3034
GENE.1869	4504
GENE.80668	886
GENE.2045	98
GENE.37998	464
GENE.31350	6944
GENE.68705	1146
GENE.2340	866
GENE.64030	56
GENE.86676	378
GENE.71730	3512
GENE.32635	146
GENE.38074	278
GENE.68433	1824
GENE.61694	580
GENE.75401	200
GENE.81327	1188
GENE.24462	912
GENE.33134	1932
GENE.67305	1204
GENE.56999	42
GENE.69043	1324
GENE.26699	1322
GENE.84299	6036
GENE.59170	612
GENE.46745	30
GENE.46980	1664
GENE.64195	1526
GENE.68463	2660
GENE.18713	1220
GENE.83920	840
GENE.67593	898
GENE.35568	648
GENE.56913	4046
GENE.11222	22
GENE.23606	794
GENE.45150	1624
GENE.67881	1170
GENE.17671	1696
GENE.35413	984
GENE.77681	796
GENE.74647	2694
GENE.60974	1270
GENE.1705	5864
GENE.82478	74
GENE.56247	6490
GENE.31671	1062
GENE.48614	482
GENE.50230	2956
GENE.58140	656
GENE.83548	192
GENE.63259	3108
GENE.47890	1718
GENE.60595	322
GENE.31996	56
GENE.83339	1676
GENE.6276	606
GENE.43287	3920
GENE.22693	618
GENE.30247	2812
GENE.33838	1006
GENE.54343	236
GENE.74437	1048
GENE.17884	10
GENE.62348	394
GENE.57751	2652
GENE.53730	714
GENE.17393	596
GENE.76201	3728
GENE.15867	1604
GENE.16592	3648
GENE.15700	2594
GENE.40426	234
GENE.71302	1934
GENE.4725	5384
GENE.79666	726
GENE.58042	4502
GENE.77240	5564
GENE.78112	1098
GENE.49906	1780
GENE.70013	764
GENE.19120	2020
GENE.41392	184
GENE.34407	134
GENE.65590	272
GENE.14337	752
GENE.79723	976
GENE.43424	288
GENE.68086	656
GENE.1872	2492
GENE.2209	38
GENE.34476	800
GENE.16706	654
GENE.55655	8490
GENE.59741	198
GENE.50876	3618
GENE.43106	1038
GENE.66741	4516
GENE.49162	432
GENE.20142	150
GENE.77508	606
GENE.36766	1570
GENE.50442	9866
GENE.6320	560
GENE.61444	1108
GENE.24636	148
GENE.18012	346
GENE.33083	8464
GENE.84120	50
GENE.80974	2774
GENE.27538	38
GENE.50929	492
GENE.25548	726
GENE.54390	1670
GENE.29898	180
GENE.21771	12
GENE.85367	546
GENE.53493	2792
GENE.41998	1198
GENE.47956	1960
GENE.37417	1032
GENE.40932	28
GENE.8373	338
GENE.65381	2398
GENE.27023	732
GENE.5949	282
GENE.57799	844
GENE.7743	8738
GENE.42432	132
GENE.23463	356
GENE.23114	2284
GENE.45910	2136
GENE.27624	650
GENE.82869	1970
GENE.82524	68
GENE.20043	4280
GENE.79565	1558
GENE.19241	2146
GENE.21078	6360
GENE.7771	3784
GENE.16192	2382
GENE.84263	24
GENE.17403	450
GENE.61458	440
GENE.21032	22
GENE.23567	792
GENE.74494	434
GENE.48238	15290
GENE.7441	928
GENE.72609	394
GENE.23774	700
GENE.62974	440
GENE.61670	902
GENE.30579	1746
GENE.65368	136
GENE.52335	740
GENE.64880	284
GENE.7448	1198
GENE.21922	310
GENE.10284	688
GENE.7616	178
GENE.53828	4326
GENE.66703	7114
GENE.82543	238
GENE.36751	152
GENE.29478	210
GENE.4574	128
GENE.37738	526
GENE.31397	830
GENE.39192	1148
GENE.79606	460
GENE.18813	166
GENE.62127	212
GENE.67735	2274
GENE.29532	3172
GENE.45701	404
GENE.28148	3830
GENE.35517	1716
GENE.43623	2364
GENE.85507	1822
GENE.61975	130
GENE.19778	172
GENE.47229	226
GENE.53175	56
GENE.84930	1224
GENE.85155	2274
GENE.61482	672
GENE.7629	1324
GENE.73357	50
GENE.71483	1382
GENE.71959	350
GENE.20286	2866
GENE.31507	5772
GENE.49972	8830
GENE.8156	1516
GENE.15344	42
GENE.85930	222
GENE.66334	724
GENE.24710	606
GENE.50189	538
GENE.15487	132
GENE.32724	2026
GENE.15250	1026
GENE.52374	190
GENE.56869	3162
GENE.3151	892
GENE.14556	1792
GENE.6208	1680
GENE.11733	9702
GENE.20605	7600
GENE.52768	42
GENE.6525	134
GENE.79240	718
GENE.79081	2486
GENE.72841	194
GENE.12827	728
GENE.60011	692
GENE.68673	870
GENE.25500	234
GENE.32911	126
GENE.81743	56
GENE.75379	122
GENE.84764	684
GENE.5913	14954
GENE.70551	258
GENE.4222	1110
GENE.77075	2070
GENE.46043	1054
GENE.21753	426
GENE.37036	106
GENE.64298	1152
GENE.22389	5654
GENE.30043	9078
GENE.27637	2866
GENE.4771	10610
GENE.65919	452
GENE.61926	1030
GENE.61500	4328
GENE.50393	108
GENE.38139	120
GENE.50922	2548
GENE.64120	172
GENE.54986	2318
GENE.29437	2014
GENE.86540	2214
GENE.47556	4872
GENE.53460	476
GENE.41326	1618
GENE.50157	352
GENE.22293	1648
GENE.15472	21262
GENE.80207	1068
GENE.81528	408
GENE.56834	200
GENE.55567	776
GENE.183	878
GENE.62337	5936
GENE.55599	9842
GENE.17452	504
GENE.33806	38
GENE.14138	444
GENE.59840	150
GENE.55497	2190
GENE.57093	112
GENE.50938	24
GENE.49969	86
GENE.56571	240
GENE.21292	1502
GENE.74568	3130
GENE.45813	8522
GENE.63632	604
GENE.3032	200
GENE.78917	166
GENE.7244	4454
GENE.79525	1680
GENE.45284	3318
GENE.53502	246
GENE.69101	2976
GENE.12181	1152
GENE.42745	116
GENE.80118	4386
GENE.72648	886
GENE.58710	5314
GENE.86352	1238
GENE.68042	2882
GENE.41929	1990
GENE.82005	4268
GENE.79422	138
GENE.58539	934
GENE.2497	1408
GENE.20329	1196
GENE.43192	466
GENE.15048	1648
GENE.59417	6806
GENE.35901	788
GENE.51515	1218
GENE.30532	34
GENE.87468	728
GENE.81284	2008
GENE.67596	398
GENE.756	2166
GENE.19753	214
GENE.66191	434
GENE.84285	994
GENE.24542	2172
GENE.62281	1810
GENE.36822	1180
GENE.80179	1526
GENE.26908	498
GENE.56204	40
GENE.73774	78
GENE.87148	44
GENE.20507	1774
GENE.35769	7486
GENE.34467	270
GENE.56673	1404
GENE.56656	3326
GENE.61699	264
GENE.13647	1334
GENE.46842	82
GENE.82328	58
GENE.48831	1928
GENE.78603	1544
GENE.87159	1868
GENE.59295	8480
GENE.22030	4392
GENE.27886	3060
GENE.23637	1188
GENE.86537	1328
GENE.47310	208
GENE.31364	6098
GENE.105	5786
GENE.75761	134
GENE.76414	728
GENE.5348	3098
GENE.86135	1920
GENE.76516	1344
GENE.10101	2224
GENE.46726	384
GENE.1833	1764
GENE.83272	268
GENE.404	2052
GENE.35435	486
GENE.43331	894
GENE.11335	14
GENE.75312	176
GENE.16400	1076
GENE.58807	2678
GENE.24020	274
GENE.41131	404
GENE.8020	1162
GENE.22047	1324
GENE.86686	396
GENE.78087	198
GENE.41439	32
GENE.22960	106
GENE.37955	232
GENE.86582	266
GENE.15612	138
GENE.53575	1540
GENE.1342	562
GENE.54867	446
GENE.37458	750
GENE.24023	3544
GENE.3841	70
GENE.71637	464
GENE.76227	3356
GENE.81016	4014
GENE.10921	304
GENE.35109	390
GENE.27721	770
GENE.61067	2022
GENE.64343	408
GENE.74535	1500
GENE.39205	848
GENE.5183	1754
GENE.3422	212
GENE.39988	2636
GENE.49111	8502
GENE.17494	32
GENE.58844	366
GENE.63013	1094
GENE.45800	478
GENE.55724	1738
GENE.74681	4140
GENE.16346	1134
GENE.76017	3866
GENE.86452	6500
GENE.44937	1028
GENE.80282	3012
GENE.81156	46
GENE.25104	404
GENE.47686	986
GENE.21294	732
GENE.37700	870
GENE.70818	3908
GENE.48520	8900
GENE.72802	228
GENE.10314	176
GENE.13009	1400
GENE.84458	808
GENE.47495	2206
GENE.38585	2
GENE.80294	2200
GENE.81441	2354
GENE.21684	1404
GENE.41913	2424
GENE.11724	2590
GENE.50088	1598
GENE.59854	1482
GENE.31291	1276
GENE.6029	13690
GENE.44887	58
GENE.3476	274
GENE.6630	64
GENE.35640	536
GENE.69513	840
GENE.34150	898
GENE.63075	26074
GENE.81215	286
GENE.25732	850
GENE.39151	478
GENE.14423	1110
GENE.39276	586
GENE.5287	6724
GENE.64964	1022
GENE.52923	2136
GENE.23001	16
GENE.12397	1328
GENE.36161	1108
GENE.26050	680
GENE.77147	1024
GENE.68147	1412
GENE.85952	84
GENE.64501	276
GENE.67536	2414
GENE.19451	1902
GENE.6360	4788
GENE.1117	372
GENE.62605	1264
GENE.26656	5126
GENE.1270	330
GENE.23842	2056
GENE.22254	386
GENE.84565	192
GENE.26261	4518
GENE.23954	9016
GENE.54062	436
GENE.86443	92
GENE.29074	374
GENE.59599	260
GENE.11940	1182
GENE.27646	172
GENE.18270	124
GENE.50809	1188
GENE.9516	10798
GENE.13413	3406
GENE.78973	102
GENE.67965	790
GENE.8657	3330
GENE.55533	252
GENE.10487	346
GENE.39062	298
GENE.77361	506
GENE.13576	1316
GENE.55840	1194
GENE.46178	386
GENE.21997	296
GENE.73295	608
GENE.84048	190
GENE.63254	722
GENE.29923	5870
GENE.64861	1466
GENE.33598	2540
GENE.72897	526
GENE.36501	206
GENE.65191	1010
GENE.56037	122
GENE.10554	140
GENE.24038	50
GENE.84895	1090
GENE.11541	822
GENE.29107	1250
GENE.80550	316
GENE.49525	2372
GENE.12209	3160
GENE.66031	352
GENE.9394	2442
GENE.72771	1076
GENE.70568	512
GENE.53529	2158
GENE.77413	266
GENE.54445	1026
GENE.16267	400
GENE.40896	336
GENE.82430	4
GENE.28802	374
GENE.4755	4132
GENE.69872	1340
GENE.18232	9088
GENE.1919	1172
GENE.74062	1574
GENE.40082	16714
GENE.43977	46
GENE.72376	6762
GENE.56614	1132
GENE.28550	516
GENE.32771	1974
GENE.10520	518
GENE.59106	168
GENE.66853	88
GENE.12718	398
GENE.71524	296
GENE.30890	2494
GENE.10808	388
GENE.7500	1212
GENE.21719	374
GENE.83782	108
GENE.2448	954
GENE.80048	2208
GENE.55592	26
GENE.86018	486
GENE.65065	610
GENE.85080	1350
GENE.87038	1058
GENE.30997	58
GENE.30258	4394
GENE.3296	2072
GENE.38572	1368
GENE.32232	1088
GENE.29986	564
GENE.84666	1512
GENE.26431	2088
GENE.61668	184
GENE.85789	794
GENE.12840	66
GENE.18777	116
GENE.36186	852
GENE.6370	2738
GENE.33682	224
GENE.40795	130
GENE.7396	12
GENE.15951	110
GENE.36589	394
GENE.23435	322
GENE.8894	414
GENE.60094	838
GENE.1095	144
GENE.49317	4302
GENE.50063	972
GENE.60314	852
GENE.71561	980
GENE.45870	1128
GENE.25605	3288
GENE.8689	6092
GENE.26916	24
GENE.49405	854
GENE.36770	1258
GENE.55269	64
GENE.25753	346
GENE.12395	1880
GENE.15706	1802
GENE.4051	1090
GENE.61250	4070
GENE.24691	402
GENE.63190	4252
GENE.73954	3510
GENE.67810	9340
GENE.20766	402
GENE.30687	4336
GENE.73859	352
GENE.24681	930
GENE.7722	258
GENE.79118	1150
GENE.6448	260
GENE.16365	5830
GENE.27652	1498
GENE.6676	86
GENE.33761	46
GENE.45389	590
GENE.83873	4400
GENE.57971	928
GENE.83952	2680
GENE.86734	3284
GENE.13596	194
GENE.47448	388
GENE.73136	16
GENE.46354	222
GENE.44297	422
GENE.55	342
GENE.7469	2
GENE.20949	122
GENE.45618	116
GENE.54132	346
GENE.48951	302
GENE.46328	1576
GENE.25970	112
GENE.76749	134
GENE.27935	22
GENE.79396	326
GENE.44802	4452
GENE.6437	816
GENE.30079	196
GENE.86479	2378
GENE.66614	532
GENE.34387	728
GENE.54956	19888
GENE.62905	320
GENE.60453	5604
GENE.55866	132
GENE.24781	718
GENE.24655	3350
GENE.12315	132
GENE.44995	1250
GENE.16138	3812
GENE.75121	2318
GENE.29870	86
GENE.65034	928
GENE.82629	790
GENE.26842	160
GENE.25086	3962
GENE.8121	2168
GENE.67209	1324
GENE.44589	520
GENE.48441	366
GENE.84230	164
GENE.63945	484
GENE.73530	11342
GENE.8513	560
GENE.74129	248
GENE.66408	446
GENE.25489	2350
GENE.12571	2566
GENE.26588	478
GENE.33542	94
GENE.55310	182
GENE.61855	662
GENE.76826	12282
GENE.54387	378
GENE.42547	898
GENE.14156	382
GENE.36587	604
GENE.9696	1260
GENE.78168	664
GENE.56660	872
GENE.85008	346
GENE.62252	468
GENE.18268	566
GENE.85636	2530
GENE.70290	16
GENE.7197	30
GENE.3216	272
GENE.48836	288
GENE.1590	6382
GENE.24452	728
GENE.65130	762
GENE.58999	546
GENE.3009	2410
GENE.55040	670
GENE.78666	686
GENE.67891	1132
GENE.57978	998
GENE.34574	1294
GENE.84730	740
GENE.79186	174
GENE.78714	1594
GENE.28709	936
GENE.28945	3074
GENE.25150	170
GENE.15400	740
GENE.11108	592
GENE.39384	1566
GENE.59530	14
GENE.45433	4104
GENE.13898	646
GENE.17180	1154
GENE.59738	542
GENE.37525	1036
GENE.44237	1688
GENE.26771	396
GENE.36442	412
GENE.72324	290
GENE.8529	152
GENE.60869	204
GENE.1712	7232
GENE.26198	2178
GENE.85285	9380
GENE.52678	258
GENE.4742	3644
GENE.55831	1542
GENE.22189	414
GENE.46455	298
GENE.56931	530
GENE.25647	250
GENE.9601	26
GENE.13096	4608
GENE.52267	854
GENE.27574	1024
GENE.74045	200
GENE.36136	968
GENE.27811	1506
GENE.52957	118
GENE.21702	152
GENE.41596	188
GENE.7382	540
GENE.38464	102
GENE.6743	500
GENE.83246	594
GENE.76237	1240
GENE.79374	682
GENE.68222	1034
GENE.15364	6200
GENE.11703	1986
GENE.57712	48
GENE.11909	1026
GENE.17634	82
GENE.78284	102
GENE.80423	6
GENE.39449	580
GENE.19141	852
GENE.19237	978
GENE.71924	1924
GENE.18917	1314
GENE.79394	1246
GENE.5084	2266
GENE.37157	162
GENE.66174	510
GENE.82110	3378
GENE.346	534
GENE.25420	5958
GENE.25810	1820
GENE.656	384
GENE.6895	76
GENE.69629	560
GENE.10447	50
GENE.41062	90
GENE.2395	522
GENE.76555	946
GENE.22515	94
GENE.9458	484
GENE.67130	3834
GENE.49271	62
GENE.52459	696
GENE.21185	1760
GENE.13263	1580
GENE.65910	4216
GENE.54728	3596
GENE.42158	1886
GENE.16274	2836
GENE.76894	16
GENE.72368	2022
GENE.64521	694
GENE.43170	66
GENE.52507	880
GENE.68919	66
GENE.84032	1080
GENE.51341	332
GENE.79704	1336
GENE.23856	986
GENE.53354	1464
GENE.44517	1388
GENE.65867	16
GENE.60827	6066
GENE.66284	9082
GENE.44241	1740
GENE.53679	1562
GENE.79787	1462
GENE.46094	914
GENE.19668	276
GENE.22868	200
GENE.80443	112
GENE.50834	222
GENE.51892	280
GENE.31489	2304
GENE.57519	2584
