gene	CNT
GENE.73936	7986
GENE.71015	4026
GENE.66792	335682
GENE.77185	85960
GENE.27989	798
GENE.73361	774
GENE.63275	868
GENE.58346	130
GENE.27074	1268
GENE.62713	120944
GENE.82132	5860
GENE.43309	72840
GENE.63897	3686
GENE.45661	22588
GENE.12690	530
GENE.441	34804
GENE.13120	4486
GENE.54427	1618
GENE.16752	43058
GENE.82062	71926
GENE.47579	8336
GENE.989	1032
GENE.84082	25032
GENE.34858	5912
GENE.85555	165300
GENE.28745	996
GENE.61988	20140
GENE.61595	4492
GENE.85676	1948
GENE.76408	18828
GENE.51916	20202
GENE.78115	5154
GENE.70354	285372
GENE.75453	3502
GENE.70425	962
GENE.18090	277564
GENE.75006	127740
GENE.33642	30256
GENE.20691	17720
GENE.53562	848
GENE.25689	3386
GENE.46402	14428
GENE.32114	57696
GENE.22012	10
GENE.26537	80822
GENE.38296	78728
GENE.1377	2896
GENE.30964	32962
GENE.77523	124976
GENE.35172	14310
GENE.66710	12908
GENE.9524	137674
GENE.26989	2554
GENE.63567	216
GENE.66352	5836
GENE.66619	16464
GENE.82647	7186
GENE.2263	1152
GENE.74472	31384
GENE.12223	5296
GENE.12528	611346
GENE.10865	972
GENE.35282	1276
GENE.61996	4652
GENE.67440	7074
GENE.84888	394
GENE.33147	2536
GENE.18087	1188
GENE.2084	612
GENE.48664	9982
GENE.64368	51810
GENE.70876	42752
GENE.5042	11704
GENE.81928	4100
GENE.8810	580
GENE.29339	2566
GENE.13369	242
GENE.54873	168
GENE.33229	2830
GENE.6910	56200
GENE.74091	3120
GENE.59011	138498
GENE.61383	48562
GENE.82278	3844
GENE.24240	80602
GENE.45994	66020
GENE.12984	7404
GENE.25138	5682
GENE.80611	8040
GENE.42685	4268
GENE.50833	133130
GENE.85604	4866
GENE.11401	8
GENE.38170	504
GENE.21837	12876
GENE.62637	716
GENE.22484	1686
GENE.84779	24380
GENE.87202	3736
GENE.2844	39134
GENE.42713	5586
GENE.44310	314
GENE.26899	4842
GENE.17069	28952
GENE.32473	2934
GENE.25046	5458
GENE.77621	254
GENE.68137	2144
GENE.33844	3866
GENE.20799	456
GENE.39464	8848
GENE.86328	29868
GENE.55294	1310
GENE.43157	35204
GENE.14733	45704
GENE.57786	3898
GENE.23928	122
GENE.29681	158
GENE.18824	42148
GENE.2251	1604
GENE.83970	104202
GENE.53686	24
GENE.7022	130
GENE.19614	886
GENE.52091	42296
GENE.78992	5824
GENE.42276	13008
GENE.32918	228
GENE.13377	2460
GENE.58360	640
GENE.87161	30768
GENE.1471	62614
GENE.21748	96
GENE.24131	2964
GENE.29634	13708
GENE.59462	26586
GENE.49027	43670
GENE.5889	149826
GENE.23443	41058
GENE.46948	35914
GENE.56766	32672
GENE.46040	82820
GENE.11013	40
GENE.54960	19318
GENE.32647	2198
GENE.39468	4330
GENE.53264	6572
GENE.24309	1030
GENE.9368	29234
GENE.77932	6204
GENE.3427	5426
GENE.83692	7286
GENE.19986	8280
GENE.83265	772
GENE.26996	42
GENE.86346	51300
GENE.82108	30706
GENE.11295	81408
GENE.310	51506
GENE.82330	1270
GENE.13195	1558
GENE.11311	66552
GENE.67916	37874
GENE.44612	71370
GENE.63795	6100
GENE.63909	3986
GENE.20648	13328
GENE.49321	36246
GENE.51442	1216
GENE.52002	914
GENE.31937	3170
GENE.74726	30126
GENE.58310	10328
GENE.40652	52
GENE.35558	2862
GENE.44717	972
GENE.62779	4810
GENE.37451	868
GENE.42783	244272
GENE.9625	336
GENE.29480	3864
GENE.81565	18570
GENE.40596	79206
GENE.66161	258
GENE.52797	4826
GENE.49151	1594
GENE.35913	8810
GENE.10016	207740
GENE.20976	1334
GENE.41148	29140
GENE.12363	35024
GENE.24099	36424
GENE.63025	518
GENE.53183	619400
GENE.12927	1228
GENE.30034	62
GENE.82087	1796
GENE.32909	12858
GENE.49133	11102
GENE.15729	16972
GENE.16520	280594
GENE.4796	794
GENE.3941	2882
GENE.65701	3172
GENE.59185	20164
GENE.84420	1490
GENE.46317	90044
GENE.38675	276
GENE.68180	113734
GENE.58959	111858
GENE.63900	664
GENE.38394	930
GENE.49143	38412
GENE.73787	332
GENE.14713	89072
GENE.31684	121948
GENE.78509	1678
GENE.15842	1572
GENE.76056	166
GENE.72997	1386
GENE.49035	19166
GENE.34460	1914
GENE.36736	480
GENE.83746	258
GENE.60470	8464
GENE.38268	43286
GENE.35964	115612
GENE.46604	110
GENE.82888	3232
GENE.45337	554
GENE.58794	20880
GENE.43328	71294
GENE.19741	1680
GENE.16801	2558
GENE.87221	9070
GENE.76923	11188
GENE.86046	184
GENE.57497	22298
GENE.66370	23308
GENE.33756	53358
GENE.21213	248
GENE.37131	1406
GENE.642	5596
GENE.20251	5704
GENE.80161	3620
GENE.85580	1514
GENE.72974	2032
GENE.23023	52692
GENE.28939	104600
GENE.76619	6008
GENE.19709	58086
GENE.46945	87730
GENE.44063	65270
GENE.42903	12100
GENE.11829	74336
GENE.30802	772
GENE.24157	530
GENE.15589	246
GENE.78294	428
GENE.29754	20810
GENE.23644	140
GENE.51538	2884
GENE.62630	6558
GENE.50245	16534
GENE.621	2134
GENE.76061	50524
GENE.18196	2
GENE.57897	10262
GENE.43425	290
GENE.38315	3248
GENE.38280	27768
GENE.24208	1156
GENE.53600	3020
GENE.54737	29302
GENE.24913	22890
GENE.30100	31784
GENE.55493	8554
GENE.79461	23258
GENE.86062	1550
GENE.4975	16656
GENE.60383	1386
GENE.41587	3396
GENE.45044	102810
GENE.14838	6194
GENE.44379	25544
GENE.52422	470
GENE.60556	298
GENE.51754	594
GENE.53531	2526
GENE.18693	10820
GENE.17695	86
GENE.73839	3230
GENE.18148	1512
GENE.61079	5512
GENE.80557	35704
GENE.24665	130218
GENE.62159	916
GENE.47300	5786
GENE.76220	2214
GENE.62406	3390
GENE.28508	1148
GENE.61006	39564
GENE.52977	954
GENE.15407	966
GENE.22552	23902
GENE.84644	18252
GENE.16164	322304
GENE.27584	89608
GENE.12200	29546
GENE.81340	25314
GENE.74094	95410
GENE.83124	110044
GENE.39100	1368
GENE.19906	5236
GENE.675	238868
GENE.84193	81254
GENE.26627	434
GENE.10879	4942
GENE.65986	3302
GENE.50426	217042
GENE.45694	11068
GENE.955	80524
GENE.87019	7864
GENE.64223	840
GENE.72199	122746
GENE.33197	186
GENE.63997	4476
GENE.16103	62192
GENE.5543	34580
GENE.40850	41434
GENE.29805	8548
GENE.18611	94884
GENE.20839	504
GENE.69927	2852
GENE.19975	6074
GENE.33313	4722
GENE.57441	604
GENE.78495	3622
GENE.54297	28030
GENE.18531	114
GENE.2735	246
GENE.71600	170814
GENE.34693	138192
GENE.10876	25492
GENE.46787	148156
GENE.13693	12496
GENE.54805	1318
GENE.12920	111526
GENE.53151	6702
GENE.69465	127430
GENE.52282	7278
GENE.21969	227148
GENE.24156	722
GENE.24878	469984
GENE.86715	26812
GENE.47960	8680
GENE.37484	584
GENE.68936	3822
GENE.73494	640
GENE.66267	386930
GENE.13464	3484
GENE.4505	57722
GENE.69159	3688
GENE.35524	1682
GENE.61375	1788
GENE.35354	2200
GENE.26402	4438
GENE.45782	580
GENE.22219	1090
GENE.36707	21318
GENE.71001	82
GENE.81994	1420
GENE.69387	23152
GENE.84365	78588
GENE.83877	4498
GENE.47611	1178
GENE.56187	48348
GENE.82290	422
GENE.34752	11508
GENE.58679	26238
GENE.13875	226
GENE.66416	5766
GENE.58574	3262
GENE.76230	1318
GENE.87459	5738
GENE.79685	7366
GENE.6311	12654
GENE.80771	12210
GENE.11913	38428
GENE.63803	6400
GENE.61424	15564
GENE.56517	3082
GENE.85838	41390
GENE.46103	1148
GENE.54591	944
GENE.70760	4732
GENE.28700	28422
GENE.14328	46846
GENE.45189	2698
GENE.48997	23490
GENE.5073	264698
GENE.2185	4760
GENE.85050	8490
GENE.56817	34
GENE.11123	30692
GENE.8573	66146
GENE.79450	876
GENE.67940	218
GENE.46652	60850
GENE.73047	99782
GENE.48853	6030
GENE.41175	134054
GENE.56701	278106
GENE.14011	8
GENE.31371	4754
GENE.76323	4794
GENE.49642	20262
GENE.25552	30276
GENE.20543	59580
GENE.56600	2264
GENE.29002	324
GENE.64769	4430
GENE.77471	846
GENE.81984	81370
GENE.23748	11072
GENE.78674	73904
GENE.21561	276
GENE.35874	37574
GENE.78956	2484
GENE.60133	716
GENE.19694	1418
GENE.45907	20512
GENE.69851	11030
GENE.49017	182104
GENE.73466	206
GENE.12185	1154
GENE.25449	13082
GENE.73431	806
GENE.6497	404446
GENE.34792	27624
GENE.82192	1946
GENE.71747	36922
GENE.5759	1822
GENE.22932	572
GENE.27135	27392
GENE.31163	351492
GENE.1574	280
GENE.29836	173536
GENE.49889	12466
GENE.15748	25126
GENE.16566	20
GENE.78470	396414
GENE.7332	304
GENE.81050	4406
GENE.36471	497710
GENE.24112	4806
GENE.6037	19062
GENE.10717	316
GENE.33765	2294
GENE.77293	63054
GENE.80737	2460
GENE.32994	3044
GENE.47984	9632
GENE.77591	816
GENE.28789	3452
GENE.59558	56222
GENE.24535	3034
GENE.53196	14894
GENE.7227	8426
GENE.5000	3168
GENE.57889	9174
GENE.80696	2620
GENE.10613	144
GENE.67493	784
GENE.50734	48954
GENE.19291	220
GENE.62490	28
GENE.26593	110356
GENE.19934	148
GENE.6238	858
GENE.25521	154868
GENE.84752	22254
GENE.76094	3056
GENE.63427	80864
GENE.7617	8996
GENE.85744	34320
GENE.40720	1108
GENE.37413	492
GENE.40862	8666
GENE.77708	43254
GENE.73459	10076
GENE.16342	5936
GENE.83048	34116
GENE.62149	9992
GENE.13713	1212
GENE.10564	2714
GENE.68303	49614
GENE.33920	58458
GENE.41795	11922
GENE.43248	14334
GENE.20412	832
GENE.50828	34940
GENE.3711	255094
GENE.18216	1406
GENE.36384	4382
GENE.34648	13476
GENE.54217	7788
GENE.33335	984
GENE.38787	532
GENE.68605	2258
GENE.42820	160
GENE.54335	155432
GENE.40069	1872
GENE.14993	25588
GENE.4653	1086618
GENE.87356	480
GENE.61662	2328
GENE.48205	5136
GENE.1550	5332
GENE.52654	67246
GENE.71173	480
GENE.78791	6194
GENE.48644	9900
GENE.59436	2004
GENE.55302	35928
GENE.52743	52926
GENE.55604	10648
GENE.58772	29120
GENE.3872	2972
GENE.60280	26962
GENE.84716	6830
GENE.53522	9796
GENE.61938	258124
GENE.49686	96
GENE.33630	2208
GENE.49840	30
GENE.83115	19788
GENE.29348	94386
GENE.9399	115644
GENE.944	83432
GENE.84827	1052
GENE.22795	2
GENE.18255	630
GENE.58211	6606
GENE.63913	584
GENE.59732	46744
GENE.72806	908
GENE.23970	1710
GENE.54055	1064
GENE.76497	844
GENE.70213	13160
GENE.36710	1836
GENE.51788	1576
GENE.75309	432
GENE.66891	38232
GENE.24218	86656
GENE.17761	30528
GENE.17744	29702
GENE.77902	754
GENE.524	108470
GENE.11304	11526
GENE.51687	1840
GENE.21130	2234
GENE.33499	1156
GENE.66604	1946
GENE.8544	8848
GENE.36508	335328
GENE.81165	5084
GENE.15278	1410
GENE.54447	1342
GENE.80802	124
GENE.64398	85060
GENE.56386	4700
GENE.82792	3428
GENE.65252	3982
GENE.47112	289052
GENE.272	19422
GENE.17146	3108
GENE.54086	101652
GENE.68773	1988
GENE.27098	201230
GENE.62616	2580
GENE.35059	7170
GENE.23138	140
GENE.38556	1278
GENE.13355	574
GENE.64066	12494
GENE.32710	26818
GENE.27115	1676
GENE.11183	41084
GENE.16003	1178
GENE.25628	23472
GENE.32274	2688
GENE.285	45066
GENE.40526	462
GENE.29767	73392
GENE.27547	942
GENE.15785	3174
GENE.58115	5250
GENE.16497	63748
GENE.77406	1526
GENE.24440	10212
GENE.41432	208
GENE.9383	134
GENE.45797	5974
GENE.70980	628
GENE.3593	364
GENE.64415	1192
GENE.83606	19658
GENE.11978	8124
GENE.32836	27160
GENE.39765	4786
GENE.65303	1256
GENE.80356	119286
GENE.328	48736
GENE.59047	17672
GENE.3896	821992
GENE.21241	4536
GENE.51856	9122
GENE.75033	16460
GENE.2302	3206
GENE.21591	1778
GENE.28205	100146
GENE.16956	3720
GENE.52498	3276
GENE.26383	177976
GENE.53249	3956
GENE.70510	392
GENE.43065	23974
GENE.31278	6752
GENE.23438	4614
GENE.57234	82352
GENE.78148	1262
GENE.19681	96
GENE.13958	3814
GENE.83483	566
GENE.74387	5902
GENE.55126	66230
GENE.75991	9398
GENE.80768	6332
GENE.79586	23632
GENE.34842	78998
GENE.25297	88224
GENE.26619	2574
GENE.74246	42556
GENE.33172	40432
GENE.24071	218
GENE.27799	236
GENE.20813	2770
GENE.84489	10380
GENE.59666	3640
GENE.13227	526
GENE.15329	51516
GENE.83367	54606
GENE.13404	392
GENE.61089	91954
GENE.38568	187262
GENE.14341	4120
GENE.73335	1994
GENE.2244	246704
GENE.85413	226142
GENE.3658	37818
GENE.24749	1192
GENE.62366	10760
GENE.74424	93310
GENE.76954	39228
GENE.30626	164692
GENE.40986	1614
GENE.45017	88836
GENE.42075	1534
GENE.42573	5548
GENE.23981	57414
GENE.29282	1550
GENE.63258	12832
GENE.33034	3604
GENE.73122	6176
GENE.50325	510880
GENE.51384	14048
GENE.15683	119850
GENE.50538	35788
GENE.40540	3426
GENE.74135	105600
GENE.37615	37540
GENE.66256	3010
GENE.71993	2986
GENE.50626	48636
GENE.28132	7848
GENE.35937	33498
GENE.75685	33154
GENE.53034	21394
GENE.43619	11910
GENE.3923	508
GENE.36788	48442
GENE.76006	982798
GENE.1754	19210
GENE.57561	1552
GENE.13044	55044
GENE.56619	1008
GENE.64516	16824
GENE.78108	2480
GENE.46150	1266
GENE.15904	44666
GENE.42920	108072
GENE.75747	239734
GENE.36905	34124
GENE.56015	1356
GENE.45593	1886
GENE.71943	84618
GENE.57382	286
GENE.53670	2618
GENE.43970	6416
GENE.58781	11278
GENE.84025	335376
GENE.57754	106
GENE.35152	8922
GENE.74869	213344
GENE.65733	34548
GENE.81250	23110
GENE.11817	5544
GENE.45560	28982
GENE.68508	1902
GENE.80639	3288
GENE.67762	4182
GENE.56126	2602
GENE.52286	22184
GENE.10267	1350
GENE.55054	20762
GENE.83664	23706
GENE.6150	28832
GENE.17603	21396
GENE.28747	50
GENE.62816	85816
GENE.16413	69910
GENE.72966	2128
GENE.68662	3202
GENE.22808	1434
GENE.12222	356
GENE.31568	7774
GENE.57924	66
GENE.87113	3006
GENE.78678	14368
GENE.31698	9862
GENE.58983	51014
GENE.4250	4460
GENE.71617	47156
GENE.18434	31188
GENE.30718	3364
GENE.55131	15240
GENE.45482	432
GENE.80386	43052
GENE.6695	470
GENE.9004	978
GENE.77495	26540
GENE.70633	13950
GENE.81615	20222
GENE.37761	326
GENE.68882	5352
GENE.22504	5576
GENE.83	528774
GENE.57552	99740
GENE.85653	42166
GENE.54996	129654
GENE.77334	91120
GENE.76729	1099442
GENE.76311	56438
GENE.28099	1272
GENE.57108	4354
GENE.21877	128
GENE.36495	46752
GENE.11592	2910
GENE.18664	1942
GENE.82885	47286
GENE.44031	92390
GENE.43576	34574
GENE.67608	734
GENE.86330	1554
GENE.44462	1342
GENE.79910	1470
GENE.70340	20102
GENE.12024	1710
GENE.23964	832
GENE.63214	3394
GENE.78307	2542
GENE.13141	210
GENE.1439	3326
GENE.4861	2500
GENE.65882	4
GENE.71280	2428
GENE.23360	2204
GENE.58189	1938
GENE.17769	760
GENE.57857	3662
GENE.16309	95574
GENE.59454	750
GENE.17718	9318
GENE.9952	15650
GENE.62946	4934
GENE.76750	262674
GENE.2767	564
GENE.4549	6298
GENE.58326	4282
GENE.31167	81570
GENE.48517	157098
GENE.76272	1012
GENE.77207	309650
GENE.37480	16012
GENE.4474	34770
GENE.62526	46160
GENE.62279	6436
GENE.7697	232456
GENE.59944	40168
GENE.7026	5974
GENE.51337	8466
GENE.79672	1096
GENE.63713	900
GENE.43917	916
GENE.2535	9556
GENE.69826	1896
GENE.56996	1960
GENE.27440	4018
GENE.17561	5936
GENE.3196	1512
GENE.68802	144
GENE.5353	5540
GENE.510	2544
GENE.52842	6106
GENE.64835	778
GENE.56433	32198
GENE.49765	712
GENE.8787	26
GENE.86925	31992
GENE.64045	57928
GENE.52860	11326
GENE.18354	5580
GENE.70718	60
GENE.52632	3180
GENE.83285	20158
GENE.45461	2524
GENE.49498	1896
GENE.4593	13344
GENE.2006	1716
GENE.28862	2580
GENE.58526	80864
GENE.56805	2362
GENE.28514	11104
GENE.85723	122884
GENE.53937	4640
GENE.29973	7452
GENE.39716	7856
GENE.40156	3970
GENE.65078	3694
GENE.10624	133240
GENE.41179	300
GENE.83646	115054
GENE.39125	2142
GENE.66650	9862
GENE.74542	300652
GENE.26533	30
GENE.37044	7874
GENE.40619	6140
GENE.38506	4624
GENE.66776	138852
GENE.36997	19564
GENE.84523	115378
GENE.53309	400
GENE.29780	352
GENE.65147	448
GENE.25441	2934
GENE.34714	972
GENE.30110	83116
GENE.62833	33000
GENE.54725	62750
GENE.73690	856
GENE.25586	33778
GENE.85307	228
GENE.70739	2516
GENE.58761	1464
GENE.38254	4358
GENE.55553	2268
GENE.53970	14398
GENE.7007	1604
GENE.48435	746
GENE.46324	11520
GENE.69234	281200
GENE.65232	12462
GENE.69389	62568
GENE.33165	466
GENE.6043	3214
GENE.9793	22912
GENE.32370	14672
GENE.78270	3144
GENE.33182	2448
GENE.24409	6694
GENE.82612	48266
GENE.34686	3042
GENE.56531	83676
GENE.80534	2658
GENE.84062	9366
GENE.77810	21420
GENE.43384	115230
GENE.3638	4048
GENE.79143	60378
GENE.32858	11424
GENE.41059	1394
GENE.69593	15808
GENE.81080	1720
GENE.46783	96006
GENE.39799	4744
GENE.80366	60968
GENE.50496	5368
GENE.5755	3378
GENE.8253	116300
GENE.43557	42260
GENE.69774	1836
GENE.44695	18662
GENE.28520	1612
GENE.61591	5796
GENE.82844	28540
GENE.79926	2708
GENE.40665	5988
GENE.50305	59578
GENE.31326	150882
GENE.4258	132
GENE.11132	161054
GENE.72575	48950
GENE.53060	98
GENE.69247	1050
GENE.73240	4810
GENE.42363	4376
GENE.36479	893754
GENE.60801	10150
GENE.84432	56308
GENE.81834	448
GENE.61909	934
GENE.77086	14316
GENE.31865	1060
GENE.14975	33760
GENE.6568	2738
GENE.81421	4604
GENE.1256	5406
GENE.80514	5058
GENE.46560	24162
GENE.44010	461768
GENE.40531	134
GENE.57424	160
GENE.51728	61652
GENE.71243	57378
GENE.3281	76
GENE.54189	578
GENE.72144	256
GENE.18033	36108
GENE.35689	6916
GENE.24883	34224
GENE.18047	28356
GENE.24414	6064
GENE.26800	284
GENE.77739	93424
GENE.57373	1568
GENE.2312	1740
GENE.26704	11180
GENE.45322	12698
GENE.34170	128638
GENE.84160	67846
GENE.6947	8612
GENE.48355	13588
GENE.35539	990
GENE.3559	3816
GENE.43596	42718
GENE.79200	64
GENE.59520	39850
GENE.36058	36790
GENE.58210	38
GENE.59692	668
GENE.74830	5616
GENE.65267	1030
GENE.27322	53252
GENE.67180	354
GENE.81696	49000
GENE.41986	252
GENE.59052	8944
GENE.64000	10576
GENE.15081	50564
GENE.8971	2758
GENE.3206	72
GENE.50070	26340
GENE.55026	7110
GENE.7082	3146
GENE.50471	29322
GENE.17208	33952
GENE.38658	580
GENE.27579	8308
GENE.34275	288
GENE.61631	774
GENE.50854	209366
GENE.70060	18130
GENE.11987	2406
GENE.31332	4700
GENE.54743	1368
GENE.22062	93272
GENE.47533	84752
GENE.70587	18828
GENE.62623	67984
GENE.58428	7504
GENE.13290	6974
GENE.20272	1392
GENE.36394	106314
GENE.11215	10912
GENE.62041	85840
GENE.32803	165748
GENE.84868	158
GENE.68780	318
GENE.12461	7372
GENE.47568	28866
GENE.36850	12478
GENE.50249	168742
GENE.38887	11954
GENE.65460	126744
GENE.11764	46038
GENE.28040	23762
GENE.6001	396
GENE.60488	156
GENE.26769	189024
GENE.86163	37184
GENE.84494	5736
GENE.24116	3346
GENE.68655	642
GENE.64666	68054
GENE.35334	71770
GENE.58207	83928
GENE.45850	1506
GENE.69933	972
GENE.81142	7082
GENE.34083	9226
GENE.44143	302
GENE.51388	5958
GENE.66131	32482
GENE.41799	168
GENE.78488	78534
GENE.20956	1878
GENE.9357	1428
GENE.28381	7996
GENE.73165	30798
GENE.53001	2340
GENE.2214	31064
GENE.8042	1668
GENE.15134	81726
GENE.69475	61404
GENE.66355	1752
GENE.10047	36
GENE.26102	57968
GENE.72086	11430
GENE.14345	49922
GENE.30161	2308
GENE.53130	2914
GENE.47827	2020
GENE.9447	686
GENE.44543	3930
GENE.7592	54064
GENE.3078	690
GENE.81814	8
GENE.81068	1156
GENE.31959	78382
GENE.73407	85266
GENE.20902	852
GENE.30187	748
GENE.85909	8308
GENE.48777	2828
GENE.67978	29052
GENE.38679	264
GENE.44781	2116
GENE.72539	916
GENE.41189	77450
GENE.5558	23242
GENE.30562	6902
GENE.12952	454
GENE.7838	1736
GENE.53165	13162
GENE.50051	43820
GENE.40253	1492
GENE.14467	8998
GENE.35390	33060
GENE.4447	558
GENE.85095	52634
GENE.37691	424
GENE.26968	17772
GENE.22899	2398
GENE.54856	48252
GENE.48023	55488
GENE.38414	874
GENE.44231	4590
GENE.41498	63594
GENE.64586	10600
GENE.48229	20372
GENE.42794	92702
GENE.17748	70670
GENE.82739	52014
GENE.66462	3492
GENE.40843	123536
GENE.26759	9134
GENE.67040	135592
GENE.75249	26674
GENE.6673	63324
GENE.12932	37794
GENE.58149	12048
GENE.818	106090
GENE.24303	278
GENE.586	650
GENE.40405	2132
GENE.41829	17292
GENE.7623	6
GENE.44825	155100
GENE.36943	24066
GENE.70808	388030
GENE.80568	6
GENE.39640	5388
GENE.69735	3768
GENE.19014	145792
GENE.35702	2024
GENE.53955	2126
GENE.38552	2162
GENE.63679	9706
GENE.69229	54430
GENE.12446	1336
GENE.32028	6316
GENE.31264	1310
GENE.13127	100844
GENE.10187	5210
GENE.57027	9636
GENE.71262	5034
GENE.71645	177760
GENE.10451	3004
GENE.69829	11132
GENE.9521	124044
GENE.76027	157006
GENE.45754	28534
GENE.20987	256
GENE.49894	58082
GENE.4099	215080
GENE.69336	326
GENE.61175	308
GENE.11211	4198
GENE.36901	2554
GENE.50377	15880
GENE.30364	508
GENE.33279	5220
GENE.69711	14378
GENE.12845	1830
GENE.70114	8
GENE.24370	8700
GENE.71881	12736
GENE.28672	748
GENE.387	5686
GENE.11460	16978
GENE.57436	94348
GENE.2095	6100
GENE.7419	5376
GENE.14126	2774
GENE.70683	3102
GENE.74623	20896
GENE.43481	2634
GENE.84846	52570
GENE.24395	2630
GENE.3485	8088
GENE.20053	1088
GENE.29442	3082
GENE.8419	12628
GENE.71212	6236
GENE.59490	754
GENE.27895	75804
GENE.35675	444
GENE.85417	28080
GENE.40821	2182
GENE.11896	5842
GENE.2065	6954
GENE.17019	42146
GENE.39284	2860
GENE.64895	60
GENE.12721	232
GENE.5049	1474
GENE.62895	3494
GENE.7177	6376
GENE.69584	152046
GENE.26957	2784
GENE.77899	4862
GENE.59079	8608
GENE.69785	2382
GENE.70089	1466
GENE.34540	1860
GENE.26512	177164
GENE.79739	22826
GENE.52318	2590
GENE.80677	468
GENE.40995	2426
GENE.47005	32344
GENE.54336	26238
GENE.76546	128
GENE.26336	9400
GENE.84093	79188
GENE.75748	20706
GENE.62782	2792
GENE.3047	64
GENE.30731	13604
GENE.9160	40630
GENE.40584	13988
GENE.20919	8322
GENE.80939	344
GENE.39243	7896
GENE.60960	1496
GENE.14183	13290
GENE.2569	4114
GENE.24603	4198
GENE.66750	403100
GENE.66246	1672
GENE.29129	44120
GENE.82492	40448
GENE.57322	83964
GENE.24092	3958
GENE.26067	928
GENE.25263	31926
GENE.19051	1266
GENE.22006	27668
GENE.28215	18452
GENE.66846	212
GENE.46284	400
GENE.75980	10598
GENE.22156	8414
GENE.62241	3482
GENE.33785	1316
GENE.36436	111740
GENE.34565	3388
GENE.66149	434
GENE.10342	28
GENE.24136	1160
GENE.3803	45558
GENE.58408	96326
GENE.55471	3068
GENE.34523	12862
GENE.36306	73374
GENE.36983	672
GENE.21593	2874
GENE.34079	1022
GENE.53805	188
GENE.75191	3978
GENE.13839	986
GENE.52592	702
GENE.58228	4148
GENE.4733	66158
GENE.77357	1036
GENE.38862	196
GENE.15649	274
GENE.38064	3320
GENE.22208	3614
GENE.61249	3796
GENE.41905	8492
GENE.38068	9128
GENE.2451	29066
GENE.23937	1202
GENE.16838	6692
GENE.62094	99216
GENE.61349	4190
GENE.3935	65486
GENE.31119	23592
GENE.3132	5482
GENE.83509	3440
GENE.72858	2226
GENE.13370	27952
GENE.5518	9036
GENE.22401	17048
GENE.68526	13098
GENE.29390	66
GENE.54915	10852
GENE.45653	38508
GENE.86652	24676
GENE.25793	22060
GENE.27065	27912
GENE.65921	3962
GENE.24088	2382
GENE.19517	190322
GENE.57250	108890
GENE.12968	4434
GENE.70944	11412
GENE.30639	370
GENE.38595	3058
GENE.5894	2874
GENE.27186	11550
GENE.68808	1368
GENE.56475	6504
GENE.68445	25668
GENE.52802	790
GENE.50027	21162
GENE.46014	2858
GENE.28264	114296
GENE.79944	222
GENE.40633	149144
GENE.81949	14398
GENE.71431	588
GENE.69830	3300
GENE.51554	2130
GENE.83765	1364
GENE.21114	696
GENE.52472	410
GENE.59116	1876
GENE.56483	32
GENE.10659	2206
GENE.69800	1318
GENE.82809	2748
GENE.60186	1946
GENE.23830	30444
GENE.74769	68202
GENE.31577	3590
GENE.51627	2982
GENE.50036	5094
GENE.39107	22792
GENE.78349	81280
GENE.71805	81858
GENE.70008	7610
GENE.18788	97206
GENE.84126	7144
GENE.56892	43350
GENE.49811	156
GENE.80553	4132
GENE.31946	7826
GENE.16113	132
GENE.83752	2384
GENE.77266	45806
GENE.37872	16454
GENE.78866	110662
GENE.47366	2118
GENE.29544	25362
GENE.54645	3268
GENE.29040	1728
GENE.8117	2252
GENE.22527	8064
GENE.27155	65244
GENE.5612	146766
GENE.84712	30916
GENE.38090	75762
GENE.53344	54066
GENE.62111	40704
GENE.44478	54612
GENE.61268	8802
GENE.65616	10416
GENE.45659	468
GENE.7680	1666
GENE.41898	55432
GENE.32593	18
GENE.19199	2338
GENE.21733	2786
GENE.46592	17564
GENE.71613	153430
GENE.79270	1250
GENE.4029	1608
GENE.53593	120
GENE.20249	1172
GENE.40567	6586
GENE.25660	37532
GENE.80932	245280
GENE.41323	3074
GENE.70968	25058
GENE.87549	92438
GENE.85796	95364
GENE.86752	28914
GENE.83685	42724
GENE.69709	189184
GENE.68050	138290
GENE.6597	1454
GENE.33582	5400
GENE.83700	143546
GENE.67801	228862
GENE.76887	224
GENE.63052	3290
GENE.62383	36192
GENE.22821	8388
GENE.368	1366
GENE.87422	420
GENE.21422	217682
GENE.44522	104
GENE.27368	145864
GENE.40698	1136
GENE.69186	182056
GENE.87394	4136
GENE.12663	74
GENE.12018	3486
GENE.86405	32672
GENE.26741	8
GENE.70257	35652
GENE.33305	211438
GENE.72277	12378
GENE.76371	458
GENE.68403	3594
GENE.51575	147596
GENE.18940	6696
GENE.9329	11884
GENE.19895	1852
GENE.81323	6448
GENE.32897	322
GENE.75040	2072
GENE.42315	45648
GENE.3380	2082
GENE.84910	57984
GENE.17766	6152
GENE.69639	458
GENE.29311	686
GENE.56554	416
GENE.35603	1102
GENE.2710	27090
GENE.31557	6138
GENE.20560	39846
GENE.51318	2516
GENE.75550	1476
GENE.24142	42836
GENE.7264	5632
GENE.52039	3774
GENE.21565	994
GENE.3452	3600
GENE.50980	1136
GENE.23134	1500
GENE.12923	152
GENE.35482	2616
GENE.9283	4418
GENE.69295	16320
GENE.61912	29980
GENE.3756	1098
GENE.54586	1378
GENE.74748	315898
GENE.67187	23630
GENE.39347	17008
